albedo_max,albedo_mean,albedo_min,albedo_stdDev,date,pixel_count,timestamp,year,month,season,elevation,glacier_median_elevation,glacier_min_elevation,glacier_max_elevation
0.31,0.1603852080123267,0.05,0.07205794153856684,2017-08-23,14,1503446400000,2017,8,Été,2202.8724750132774,2482.6954482512174,2046,3298
0.32,0.21367272727272724,0.11,0.07002856560004644,2017-08-23,5,1503446400000,2017,8,Été,2157.1318475001917,2482.6954482512174,2046,3298
0.21,0.15807692307692306,0.11,0.049999999999999954,2017-08-24,2,1503532800000,2017,8,Été,2652.6800638658315,2482.6954482512174,2046,3298
0.31,0.2525225225225225,0.2,0.053888774341229975,2017-08-24,5,1503532800000,2017,8,Été,2325.842417007423,2482.6954482512174,2046,3298
0.54,0.4627857142857143,0.41000000000000003,0.04516635916254385,2017-08-25,5,1503619200000,2017,8,Été,2833.9859580265843,2482.6954482512174,2046,3298
0.19,0.19,0.19,0.0,2017-08-25,1,1503619200000,2017,8,Été,2856.7929351710054,2482.6954482512174,2046,3298
0.28,0.08228609625668448,0.05,0.06326202125551579,2017-08-26,12,1503705600000,2017,8,Été,2307.4887588493443,2482.6954482512174,2046,3298
0.49,0.20294573643410857,0.06,0.13976170195491086,2017-08-26,15,1503705600000,2017,8,Été,2882.699714464189,2482.6954482512174,2046,3298
0.38,0.17289989680082565,0.05,0.08840381425594716,2017-08-27,16,1503792000000,2017,8,Été,2858.6101599221024,2482.6954482512174,2046,3298
0.27,0.21386486486486483,0.14,0.042254191113624086,2017-08-27,12,1503792000000,2017,8,Été,2434.611122138519,2482.6954482512174,2046,3298
0.16,0.11025773195876289,0.07,0.030832082056692505,2017-08-28,9,1503878400000,2017,8,Été,2195.2056638780496,2482.6954482512174,2046,3298
0.61,0.1908579465541491,0.15,0.13378958845604824,2017-08-28,17,1503878400000,2017,8,Été,2854.0863479132972,2482.6954482512174,2046,3298
0.42,0.18920869565217388,0.12,0.09831192386989487,2017-08-29,16,1503964800000,2017,8,Été,2843.8533822137047,2482.6954482512174,2046,3298
0.44,0.20603648424543944,0.17,0.08084553172563096,2017-08-29,15,1503964800000,2017,8,Été,2851.9418535255577,2482.6954482512174,2046,3298
0.44,0.20137362637362635,0.07,0.09161439449623392,2017-08-30,21,1504051200000,2017,8,Été,2231.901889896181,2482.6954482512174,2046,3298
0.35000000000000003,0.16386892177589849,0.11,0.06438081149604212,2017-08-30,15,1504051200000,2017,8,Été,2837.6609502974457,2482.6954482512174,2046,3298
0.25,0.2266438356164384,0.14,0.039293765408776944,2017-08-31,5,1504137600000,2017,8,Été,2595.697008611879,2482.6954482512174,2046,3298
0.42,0.18150872817955113,0.1,0.08468707591153614,2017-08-31,11,1504137600000,2017,8,Été,2871.507523480439,2482.6954482512174,2046,3298
0.28,0.25247899159663867,0.23,0.023570226039551466,2017-09-01,3,1504224000000,2017,9,Automne,2755.5958443519426,2482.6954482512174,2046,3298
0.26,0.21762177650429804,0.2,0.021650635094611057,2017-09-01,4,1504224000000,2017,9,Automne,2155.3916696787123,2482.6954482512174,2046,3298
0.4,0.12486270022883297,0.1,0.09670617008926234,2017-09-02,12,1504310400000,2017,9,Automne,2311.3887442915416,2482.6954482512174,2046,3298
0.52,0.18294270833333334,0.11,0.12861628497329014,2017-09-02,11,1504310400000,2017,9,Automne,2217.946729603924,2482.6954482512174,2046,3298
0.15,0.07999999999999997,0.05,0.04213074886588182,2017-09-04,8,1504483200000,2017,9,Automne,2863.870711288104,2482.6954482512174,2046,3298
0.37,0.2118333333333333,0.15,0.054473048559728746,2017-09-04,19,1504483200000,2017,9,Automne,2873.8265370336044,2482.6954482512174,2046,3298
0.38,0.21827943078913328,0.11,0.08160578491891005,2017-09-05,11,1504569600000,2017,9,Automne,2204.817273922851,2482.6954482512174,2046,3298
0.49,0.21231979030144174,0.05,0.14359032633914384,2017-09-05,11,1504569600000,2017,9,Automne,2876.202022117113,2482.6954482512174,2046,3298
0.19,0.09388185654008438,0.06,0.03750510169378583,2017-09-06,14,1504656000000,2017,9,Automne,2679.2590961012525,2482.6954482512174,2046,3298
0.43,0.316426401546534,0.13,0.07715396538739917,2017-09-06,32,1504656000000,2017,9,Automne,2924.8087507700434,2482.6954482512174,2046,3298
0.51,0.3558253521126761,0.23,0.07640721355825648,2017-09-07,17,1504742400000,2017,9,Automne,2208.5855226926465,2482.6954482512174,2046,3298
0.35000000000000003,0.28015151515151515,0.05,0.0932088476130695,2017-09-08,17,1504828800000,2017,9,Automne,2217.854625836318,2482.6954482512174,2046,3298
0.53,0.352189349112426,0.19,0.12991621231479242,2017-09-08,15,1504828800000,2017,9,Automne,2264.78209595588,2482.6954482512174,2046,3298
0.37,0.3026881720430107,0.24,0.054365021434333534,2017-09-10,3,1505001600000,2017,9,Automne,2171.385614847987,2482.6954482512174,2046,3298
0.13,0.06486842105263159,0.05,0.035590260840104374,2017-09-10,3,1505001600000,2017,9,Automne,2517.883819775196,2482.6954482512174,2046,3298
0.24,0.1373032629558541,0.09,0.05253344947373496,2017-09-11,13,1505088000000,2017,9,Automne,2775.5255520119713,2482.6954482512174,2046,3298
0.5,0.27562026515151516,0.08,0.15628605444138138,2017-09-11,23,1505088000000,2017,9,Automne,2849.164602599123,2482.6954482512174,2046,3298
0.89,0.8226377410468317,0.73,0.031165050742959857,2017-09-12,38,1505174400000,2017,9,Automne,2839.2981884623564,2482.6954482512174,2046,3298
0.79,0.5270855202222908,0.08,0.21656407827707738,2017-09-15,34,1505433600000,2017,9,Automne,2777.1621288747856,2482.6954482512174,2046,3298
0.96,0.62944,0.21,0.23823424513607497,2017-09-15,30,1505433600000,2017,9,Automne,2505.4101760402773,2482.6954482512174,2046,3298
0.9,0.6428831988775868,0.33,0.18688641098872066,2017-09-16,28,1505520000000,2017,9,Automne,2854.7583121460507,2482.6954482512174,2046,3298
0.67,0.43296417828821443,0.09,0.1518178140029973,2017-09-16,37,1505520000000,2017,9,Automne,2880.434264532805,2482.6954482512174,2046,3298
0.32,0.2670049504950495,0.05,0.10059821071967426,2017-09-17,5,1505606400000,2017,9,Automne,2846.5301955814493,2482.6954482512174,2046,3298
0.36,0.26506944444444447,0.19,0.06749485577105548,2017-09-17,6,1505606400000,2017,9,Automne,2307.9290188604664,2482.6954482512174,2046,3298
0.8300000000000001,0.5676358335542008,0.28,0.14482721719174962,2017-09-22,36,1506038400000,2017,9,Automne,2270.1125633734464,2482.6954482512174,2046,3298
0.98,0.7179709732498578,0.52,0.13627384195068398,2017-09-22,25,1506038400000,2017,9,Automne,2831.5804345080087,2482.6954482512174,2046,3298
0.76,0.545614552605703,0.1,0.23286238186724972,2017-09-26,15,1506384000000,2017,9,Automne,2214.224149898631,2482.6954482512174,2046,3298
0.71,0.5972017353579178,0.26,0.12327224255946695,2017-09-26,31,1506384000000,2017,9,Automne,2823.0022287631296,2482.6954482512174,2046,3298
0.77,0.4534185056136277,0.09,0.22748012156558012,2017-09-27,29,1506470400000,2017,9,Automne,2194.9246355724326,2482.6954482512174,2046,3298
0.61,0.3153907962016071,0.12,0.18874586088176873,2017-09-27,18,1506470400000,2017,9,Automne,2137.6963799813757,2482.6954482512174,2046,3298
0.58,0.2402892561983471,0.18,0.1481350734971295,2017-09-28,5,1506556800000,2017,9,Automne,2645.6859272684687,2482.6954482512174,2046,3298
0.8,0.45690573770491805,0.09,0.29559780314557443,2017-09-28,14,1506556800000,2017,9,Automne,2886.671919304673,2482.6954482512174,2046,3298
0.44,0.36900662251655625,0.05,0.13997084244475302,2017-09-29,7,1506643200000,2017,9,Automne,2465.611228205167,2482.6954482512174,2046,3298
0.46,0.20261494252873566,0.16,0.08133188816852749,2017-09-29,11,1506643200000,2017,9,Automne,2153.686451492211,2482.6954482512174,2046,3298
0.67,0.6463157894736843,0.62,0.025000000000000844,2018-06-01,2,1527811200000,2018,6,Été,2867.346591037438,2482.6954482512174,2046,3298
0.77,0.6788818831441783,0.58,0.06242137912148972,2018-06-02,14,1527897600000,2018,6,Été,2731.2556541063036,2482.6954482512174,2046,3298
0.32,0.2709562398703403,0.22,0.03238795442501313,2018-06-04,7,1528070400000,2018,6,Été,2834.262278562914,2482.6954482512174,2046,3298
0.73,0.6562588028169015,0.32,0.11646410987462588,2018-06-04,12,1528070400000,2018,6,Été,2803.263943126064,2482.6954482512174,2046,3298
0.31,0.2730925737538148,0.2,0.03799719703147209,2018-06-06,13,1528243200000,2018,6,Été,2306.0869079585054,2482.6954482512174,2046,3298
0.62,0.31293916023993146,0.11,0.1760759335485687,2018-06-07,16,1528329600000,2018,6,Été,2157.947972820395,2482.6954482512174,2046,3298
0.35000000000000003,0.23055462184873945,0.12,0.10191141987039527,2018-06-07,8,1528329600000,2018,6,Été,2751.4258845137633,2482.6954482512174,2046,3298
0.28,0.18934489402697494,0.05,0.08536035691434511,2018-06-08,13,1528416000000,2018,6,Été,2180.9161586035675,2482.6954482512174,2046,3298
0.3,0.2875092936802974,0.26,0.01699673171197583,2018-06-09,3,1528502400000,2018,6,Été,2198.2219603586836,2482.6954482512174,2046,3298
0.25,0.23695652173913045,0.22,0.01019803902718577,2018-06-09,5,1528502400000,2018,6,Été,2258.6497723102448,2482.6954482512174,2046,3298
0.64,0.4897390109890109,0.32,0.1052979312284323,2018-06-12,18,1528761600000,2018,6,Été,2246.2259132541594,2482.6954482512174,2046,3298
0.5,0.4761666666666667,0.47000000000000003,0.015000000000001025,2018-06-12,2,1528761600000,2018,6,Été,2193.934099714955,2482.6954482512174,2046,3298
0.25,0.20349137931034483,0.16,0.03593976442141319,2018-06-14,6,1528934400000,2018,6,Été,2207.794377604636,2482.6954482512174,2046,3298
0.78,0.78,0.78,0.0,2018-06-14,1,1528934400000,2018,6,Été,2829.771085923668,2482.6954482512174,2046,3298
0.81,0.7416737935247405,0.63,0.05158488150611553,2018-06-15,10,1529020800000,2018,6,Été,2476.24281607524,2482.6954482512174,2046,3298
0.37,0.25998496240601504,0.21,0.04871793817476275,2018-06-16,8,1529107200000,2018,6,Été,2850.446830331937,2482.6954482512174,2046,3298
0.67,0.4304409107336465,0.13,0.2013021609422016,2018-06-17,25,1529193600000,2018,6,Été,2146.6910749243552,2482.6954482512174,2046,3298
0.6900000000000001,0.37604002859185137,0.17,0.1833097627945725,2018-06-17,18,1529193600000,2018,6,Été,2860.3130130830136,2482.6954482512174,2046,3298
0.48,0.242347354138399,0.2,0.07155702735067548,2018-06-18,14,1529280000000,2018,6,Été,2206.727095353567,2482.6954482512174,2046,3298
0.53,0.3782504780114722,0.14,0.11550324670761425,2018-06-18,10,1529280000000,2018,6,Été,2177.3327753837634,2482.6954482512174,2046,3298
0.21,0.15367977528089885,0.06,0.05869095415115992,2018-06-19,11,1529366400000,2018,6,Été,2202.6855001469257,2482.6954482512174,2046,3298
0.67,0.4054711073156846,0.2,0.1610869685803604,2018-06-19,31,1529366400000,2018,6,Été,2292.7933445149242,2482.6954482512174,2046,3298
0.46,0.24891781936533772,0.21,0.05889937013643813,2018-06-20,18,1529452800000,2018,6,Été,2892.5684175843635,2482.6954482512174,2046,3298
0.35000000000000003,0.23481511914543957,0.15,0.0688911289958367,2018-06-20,18,1529452800000,2018,6,Été,2865.581475483731,2482.6954482512174,2046,3298
0.53,0.1853870458135861,0.11,0.11751170154499506,2018-06-23,10,1529712000000,2018,6,Été,2236.5624668515106,2482.6954482512174,2046,3298
0.6900000000000001,0.42457627118644065,0.16,0.23893281249943235,2018-06-24,3,1529798400000,2018,6,Été,2882.7859134755026,2482.6954482512174,2046,3298
0.86,0.6860558518983371,0.39,0.12635190463540433,2018-06-25,29,1529884800000,2018,6,Été,2235.1359031638003,2482.6954482512174,2046,3298
0.78,0.547316049382716,0.17,0.19992438307554525,2018-06-27,37,1530057600000,2018,6,Été,2334.7621288969867,2482.6954482512174,2046,3298
0.6900000000000001,0.4264595375722544,0.15,0.19299991435787942,2018-06-27,22,1530057600000,2018,6,Été,2198.9931948791623,2482.6954482512174,2046,3298
0.67,0.25114774889029806,0.18,0.1388296949882348,2018-07-05,19,1530748800000,2018,7,Été,2208.750391984832,2482.6954482512174,2046,3298
0.16,0.11630454140694568,0.06,0.03325841921949371,2018-07-05,14,1530748800000,2018,7,Été,2198.4231395771862,2482.6954482512174,2046,3298
0.29,0.2062471131639723,0.14,0.050915095391990586,2018-07-07,14,1530921600000,2018,7,Été,2181.525730323931,2482.6954482512174,2046,3298
0.28,0.28,0.28,0.0,2018-07-07,1,1530921600000,2018,7,Été,2242.7045981352494,2482.6954482512174,2046,3298
0.39,0.24724474474474464,0.19,0.04844288185861952,2018-07-08,17,1531008000000,2018,7,Été,2792.8681400749724,2482.6954482512174,2046,3298
0.25,0.18380614657210406,0.07,0.04543022480071823,2018-07-08,13,1531008000000,2018,7,Été,2126.106639475811,2482.6954482512174,2046,3298
0.33,0.18676282051282053,0.11,0.049307707308290046,2018-07-09,16,1531094400000,2018,7,Été,2155.183581154562,2482.6954482512174,2046,3298
0.2,0.16882706766917296,0.11,0.023259406699226073,2018-07-11,10,1531267200000,2018,7,Été,2886.2162953923757,2482.6954482512174,2046,3298
0.56,0.23334586466165422,0.13,0.1473007829617923,2018-07-11,11,1531267200000,2018,7,Été,2865.099451811286,2482.6954482512174,2046,3298
0.35000000000000003,0.2588105726872247,0.14,0.08602325267042638,2018-07-13,3,1531440000000,2018,7,Été,2171.074986508462,2482.6954482512174,2046,3298
0.34,0.2659677419354839,0.13,0.08602325267042626,2018-07-13,3,1531440000000,2018,7,Été,2826.011338957749,2482.6954482512174,2046,3298
0.65,0.3803750375037504,0.06,0.23071016644246134,2018-07-14,33,1531526400000,2018,7,Été,2815.191024002792,2482.6954482512174,2046,3298
0.72,0.4380642335766422,0.17,0.2196023863386106,2018-07-14,29,1531526400000,2018,7,Été,2834.802592682378,2482.6954482512174,2046,3298
0.64,0.24432767624020882,0.17,0.11385633625812158,2018-07-15,21,1531612800000,2018,7,Été,2712.9231616252846,2482.6954482512174,2046,3298
0.56,0.18780555555555561,0.11,0.13763047903836773,2018-07-15,11,1531612800000,2018,7,Été,2202.863493421365,2482.6954482512174,2046,3298
0.56,0.22950102880658427,0.15,0.11878560057343536,2018-07-16,23,1531699200000,2018,7,Été,2390.505778964152,2482.6954482512174,2046,3298
0.18,0.12155234657039711,0.05,0.031570464280336906,2018-07-16,11,1531699200000,2018,7,Été,2869.2751319057047,2482.6954482512174,2046,3298
0.79,0.2648885586924219,0.18,0.15231728075507542,2018-07-17,19,1531785600000,2018,7,Été,2888.368988128998,2482.6954482512174,2046,3298
0.18,0.1428454545454545,0.11,0.024677608777999606,2018-07-17,16,1531785600000,2018,7,Été,2543.0397388051333,2482.6954482512174,2046,3298
0.51,0.23234226447709597,0.14,0.11551787176980395,2018-07-18,13,1531872000000,2018,7,Été,2477.8869340594983,2482.6954482512174,2046,3298
0.63,0.3118867924528302,0.14,0.17856571419428285,2018-07-22,14,1532217600000,2018,7,Été,2867.8471117741647,2482.6954482512174,2046,3298
0.73,0.5019789265722753,0.24,0.11153912466646329,2018-07-23,26,1532304000000,2018,7,Été,2833.7059664613794,2482.6954482512174,2046,3298
0.61,0.3809741100323626,0.21,0.1256533943441403,2018-07-24,28,1532390400000,2018,7,Été,2429.9038471490558,2482.6954482512174,2046,3298
0.52,0.48739130434782607,0.31,0.09672412085697923,2018-07-24,3,1532390400000,2018,7,Été,2863.7598687659183,2482.6954482512174,2046,3298
0.33,0.16588235294117648,0.06,0.05503937984146733,2018-07-25,15,1532476800000,2018,7,Été,2803.263943126064,2482.6954482512174,2046,3298
0.48,0.24920308483290488,0.17,0.08247474360877584,2018-07-25,24,1532476800000,2018,7,Été,2397.1905974012343,2482.6954482512174,2046,3298
0.61,0.31914499999999996,0.18,0.10740457998452811,2018-07-26,22,1532563200000,2018,7,Été,2872.312248900521,2482.6954482512174,2046,3298
0.46,0.29557242990654203,0.08,0.09913457721245882,2018-07-26,21,1532563200000,2018,7,Été,2142.9066480490824,2482.6954482512174,2046,3298
0.29,0.1739720394736842,0.13,0.032796604762545464,2018-07-27,18,1532649600000,2018,7,Été,2174.57712900823,2482.6954482512174,2046,3298
0.49,0.2726578073089701,0.13,0.1424279266355945,2018-07-27,7,1532649600000,2018,7,Été,2847.536927867459,2482.6954482512174,2046,3298
0.38,0.33283276450511945,0.17,0.07520638270785263,2018-07-28,5,1532736000000,2018,7,Été,2780.9901385525195,2482.6954482512174,2046,3298
0.47000000000000003,0.2905186304128903,0.07,0.14874885620475278,2018-07-28,15,1532736000000,2018,7,Été,2322.000486862782,2482.6954482512174,2046,3298
0.41000000000000003,0.16554182509505708,0.08,0.08579590607948605,2018-07-29,16,1532822400000,2018,7,Été,2890.1640051297713,2482.6954482512174,2046,3298
0.3,0.19525609756097564,0.15,0.04464190193399043,2018-07-29,13,1532822400000,2018,7,Été,2727.661959877902,2482.6954482512174,2046,3298
0.15,0.08978934324659231,0.05,0.038188130791298625,2018-07-30,12,1532908800000,2018,7,Été,2428.767002236291,2482.6954482512174,2046,3298
0.32,0.19745925925925922,0.16,0.041092351050760006,2018-07-31,17,1532995200000,2018,7,Été,2831.949793077754,2482.6954482512174,2046,3298
0.41000000000000003,0.15103697024346255,0.07,0.07541551564499174,2018-07-31,16,1532995200000,2018,7,Été,2917.262651225156,2482.6954482512174,2046,3298
0.41000000000000003,0.3048363636363637,0.18,0.0681139205510849,2018-08-01,9,1533081600000,2018,8,Été,2860.979264009372,2482.6954482512174,2046,3298
0.16,0.09694915254237288,0.08,0.03399346342395193,2018-08-02,3,1533168000000,2018,8,Été,2228.735882913868,2482.6954482512174,2046,3298
0.48,0.21449197860962563,0.11,0.08123186515743072,2018-08-05,17,1533427200000,2018,8,Été,2178.4826571900285,2482.6954482512174,2046,3298
0.48,0.23917034421888794,0.05,0.1290862707886569,2018-08-05,14,1533427200000,2018,8,Été,2203.8113635235063,2482.6954482512174,2046,3298
0.17,0.15940520446096657,0.12,0.02357022603955156,2018-08-06,3,1533513600000,2018,8,Été,2520.2005980375357,2482.6954482512174,2046,3298
0.44,0.19537438768369492,0.16,0.066938222441164,2018-08-07,21,1533600000000,2018,8,Été,2928.8610567221513,2482.6954482512174,2046,3298
0.2,0.15880191693290735,0.1,0.03170173496829472,2018-08-07,10,1533600000000,2018,8,Été,2877.6515662966353,2482.6954482512174,2046,3298
0.15,0.12451814768460576,0.08,0.02215789300051376,2018-08-08,12,1533686400000,2018,8,Été,2613.297428817476,2482.6954482512174,2046,3298
0.5700000000000001,0.21331055104656127,0.07,0.13231643468930415,2018-08-08,24,1533686400000,2018,8,Été,2803.263943126064,2482.6954482512174,2046,3298
0.37,0.16048132780082985,0.05,0.10235233265539187,2018-08-09,20,1533772800000,2018,8,Été,2129.7747253612297,2482.6954482512174,2046,3298
0.42,0.20308359621451103,0.16,0.06397988438201763,2018-08-09,17,1533772800000,2018,8,Été,2221.3828960992278,2482.6954482512174,2046,3298
0.15,0.1136267605633803,0.05,0.03689173349139341,2018-08-10,10,1533859200000,2018,8,Été,2213.4731225284627,2482.6954482512174,2046,3298
0.41000000000000003,0.26535092644581687,0.19,0.06734055241828663,2018-08-10,20,1533859200000,2018,8,Été,2825.1609465512156,2482.6954482512174,2046,3298
0.75,0.3505213567839196,0.1,0.1842766639835029,2018-08-13,30,1534118400000,2018,8,Été,2874.468143382846,2482.6954482512174,2046,3298
0.56,0.22319548872180459,0.07,0.16507949499989838,2018-08-13,22,1534118400000,2018,8,Été,2863.2524942335594,2482.6954482512174,2046,3298
0.33,0.18031986531986532,0.11,0.051215622616541424,2018-08-14,25,1534204800000,2018,8,Été,2528.41337695014,2482.6954482512174,2046,3298
0.28,0.2049561723886049,0.09,0.06473158866757849,2018-08-14,28,1534204800000,2018,8,Été,2531.85734546971,2482.6954482512174,2046,3298
0.15,0.10325842696629213,0.06,0.03756244800329178,2018-08-15,8,1534291200000,2018,8,Été,2650.28760632317,2482.6954482512174,2046,3298
0.41000000000000003,0.24098492462311555,0.18,0.062248473467062665,2018-08-15,28,1534291200000,2018,8,Été,2184.4007413977697,2482.6954482512174,2046,3298
0.36,0.20628639334521687,0.17,0.057793634309209724,2018-08-16,24,1534377600000,2018,8,Été,2328.6642228919172,2482.6954482512174,2046,3298
0.38,0.17263201320132016,0.07,0.08426149773176356,2018-08-16,16,1534377600000,2018,8,Été,2110.639070147221,2482.6954482512174,2046,3298
0.14,0.10183699870633894,0.05,0.0408248290463863,2018-08-17,9,1534464000000,2018,8,Été,2709.4689129517365,2482.6954482512174,2046,3298
0.45,0.20050832602979837,0.07,0.0839384281614936,2018-08-17,24,1534464000000,2018,8,Été,2831.846502645637,2482.6954482512174,2046,3298
0.45,0.3149707401032702,0.21,0.05389308198381578,2018-08-18,28,1534550400000,2018,8,Été,2842.4062627066905,2482.6954482512174,2046,3298
0.35000000000000003,0.2561028119507909,0.14,0.04509057243174278,2018-08-18,24,1534550400000,2018,8,Été,2172.2396000539884,2482.6954482512174,2046,3298
0.35000000000000003,0.22766007905138344,0.09,0.08682612228012992,2018-08-19,14,1534636800000,2018,8,Été,2204.6060492818306,2482.6954482512174,2046,3298
0.31,0.1527053669222344,0.06,0.06034046919126685,2018-08-19,12,1534636800000,2018,8,Été,2827.6226792210073,2482.6954482512174,2046,3298
0.18,0.07341359773371105,0.05,0.036932370625238756,2018-08-20,10,1534723200000,2018,8,Été,2214.807581158186,2482.6954482512174,2046,3298
0.35000000000000003,0.13650130548302866,0.09,0.06162250671088711,2018-08-20,15,1534723200000,2018,8,Été,2235.3132540403317,2482.6954482512174,2046,3298
0.2,0.1833879781420765,0.16,0.014142135623731154,2018-08-21,4,1534809600000,2018,8,Été,2221.860252264214,2482.6954482512174,2046,3298
0.36,0.17592592592592596,0.12,0.0724875014731677,2018-08-21,13,1534809600000,2018,8,Été,2207.183519026284,2482.6954482512174,2046,3298
0.15,0.0864896755162242,0.05,0.0403992421393285,2018-08-22,9,1534896000000,2018,8,Été,2180.8915157085175,2482.6954482512174,2046,3298
0.48,0.2591838134430727,0.16,0.08301585615479654,2018-08-22,27,1534896000000,2018,8,Été,2197.7682611996693,2482.6954482512174,2046,3298
0.32,0.17316468253968248,0.06,0.06355710953811158,2018-08-23,18,1534982400000,2018,8,Été,2214.293916364266,2482.6954482512174,2046,3298
0.33,0.1957232704402516,0.07,0.07315906734607878,2018-08-23,17,1534982400000,2018,8,Été,2164.8540478126442,2482.6954482512174,2046,3298
0.79,0.37322344322344325,0.11,0.30148963497938025,2018-09-01,5,1535760000000,2018,9,Automne,2901.307764271554,2482.6954482512174,2046,3298
0.78,0.5186875529212532,0.12,0.22038117862952783,2018-09-04,23,1536019200000,2018,9,Automne,2800.4513782070962,2482.6954482512174,2046,3298
0.84,0.5695589026358258,0.15,0.24338973545947265,2018-09-04,23,1536019200000,2018,9,Automne,2903.0930506459517,2482.6954482512174,2046,3298
0.78,0.415752688172043,0.06,0.28511693507518404,2018-09-05,12,1536105600000,2018,9,Automne,2232.7650697455315,2482.6954482512174,2046,3298
0.75,0.7106976744186045,0.68,0.02867441755680976,2018-09-05,3,1536105600000,2018,9,Automne,2180.6573406297757,2482.6954482512174,2046,3298
0.26,0.24069672131147543,0.2,0.025495097567963882,2018-09-06,4,1536192000000,2018,9,Automne,2806.2042057553876,2482.6954482512174,2046,3298
0.68,0.49378678678678684,0.17,0.15642175059868318,2018-09-06,27,1536192000000,2018,9,Automne,2158.282597600151,2482.6954482512174,2046,3298
0.2,0.16042955326460479,0.13,0.025980762113532996,2018-09-07,8,1536278400000,2018,9,Automne,2201.2245537173176,2482.6954482512174,2046,3298
0.32,0.28419075144508665,0.23,0.029137604568666927,2018-09-08,10,1536364800000,2018,9,Automne,2354.279126842442,2482.6954482512174,2046,3298
0.23,0.15370820668693014,0.09,0.05587684871413402,2018-09-08,6,1536364800000,2018,9,Automne,2874.068046655905,2482.6954482512174,2046,3298
0.33,0.2178913043478261,0.08,0.08482875908173436,2018-09-10,7,1536537600000,2018,9,Automne,2622.8078065563413,2482.6954482512174,2046,3298
0.9,0.5701618242000736,0.09,0.18727673688230825,2018-09-11,19,1536624000000,2018,9,Automne,2436.236377544356,2482.6954482512174,2046,3298
0.4,0.3267857142857143,0.27,0.05068283733178318,2018-09-12,4,1536710400000,2018,9,Automne,2123.360179535052,2482.6954482512174,2046,3298
0.5,0.495,0.48,0.010000000000000836,2018-09-16,2,1537056000000,2018,9,Automne,2141.0253400337306,2482.6954482512174,2046,3298
0.78,0.6461376673040152,0.51,0.0840470423360859,2018-09-17,13,1537142400000,2018,9,Automne,2556.838972872944,2482.6954482512174,2046,3298
0.67,0.43745704467353963,0.32,0.12290194827133068,2018-09-18,15,1537228800000,2018,9,Automne,2173.6605758810592,2482.6954482512174,2046,3298
0.97,0.7863792344918611,0.65,0.08021513024474616,2018-09-18,21,1537228800000,2018,9,Automne,2871.170421373845,2482.6954482512174,2046,3298
0.97,0.7546536585365855,0.53,0.1059453919666695,2018-09-19,33,1537315200000,2018,9,Automne,2561.1456847693094,2482.6954482512174,2046,3298
0.8200000000000001,0.553007314524556,0.32,0.13452395405605613,2018-09-19,44,1537315200000,2018,9,Automne,2145.1939897451985,2482.6954482512174,2046,3298
0.9,0.6314605809128631,0.53,0.11473399186330484,2018-09-21,12,1537488000000,2018,9,Automne,2836.446903857548,2482.6954482512174,2046,3298
0.9,0.7575024108003857,0.63,0.09121627137339677,2018-09-27,14,1538006400000,2018,9,Automne,2344.618951454892,2482.6954482512174,2046,3298
0.81,0.6308673469387757,0.51,0.09765244492587002,2018-09-29,5,1538179200000,2018,9,Automne,2833.5217954883487,2482.6954482512174,2046,3298
0.23,0.23,0.23,0.0,2019-06-01,1,1559347200000,2019,6,Été,2195.846479262411,2482.6954482512174,2046,3298
0.35000000000000003,0.2475,0.17,0.053953104637268115,2019-06-03,8,1559520000000,2019,6,Été,2858.5331214279854,2482.6954482512174,2046,3298
0.27,0.2309122203098107,0.19,0.02948538205792877,2019-06-06,7,1559779200000,2019,6,Été,2870.250760684904,2482.6954482512174,2046,3298
0.33,0.33,0.33,0.0,2019-06-09,1,1560038400000,2019,6,Été,2832.3977907728154,2482.6954482512174,2046,3298
0.36,0.29700483091787433,0.17,0.07778174593052031,2019-06-09,4,1560038400000,2019,6,Été,2206.568227477645,2482.6954482512174,2046,3298
0.39,0.2617992047713718,0.18,0.06322941707523053,2019-06-12,14,1560297600000,2019,6,Été,2184.365191182596,2482.6954482512174,2046,3298
0.54,0.2834738372093023,0.24,0.08450443775329197,2019-06-12,10,1560297600000,2019,6,Été,2235.1359031638003,2482.6954482512174,2046,3298
0.73,0.3064169381107492,0.17,0.1988361196290448,2019-06-14,9,1560470400000,2019,6,Été,2858.302875513701,2482.6954482512174,2046,3298
0.71,0.690703653585927,0.67,0.016329931618555886,2019-06-14,3,1560470400000,2019,6,Été,2842.3077421488615,2482.6954482512174,2046,3298
0.34,0.23210377358490566,0.16,0.05836023611812527,2019-06-15,13,1560556800000,2019,6,Été,2857.0459246777323,2482.6954482512174,2046,3298
0.78,0.43404976177871896,0.27,0.15566662701244632,2019-06-15,18,1560556800000,2019,6,Été,2858.7355040325074,2482.6954482512174,2046,3298
0.56,0.22641450777202077,0.14,0.090374078409923,2019-06-16,17,1560643200000,2019,6,Été,2841.512827224568,2482.6954482512174,2046,3298
0.3,0.17170588235294118,0.14,0.04346134936801782,2019-06-17,9,1560729600000,2019,6,Été,2190.5276257134924,2482.6954482512174,2046,3298
0.46,0.2818994889267461,0.2,0.0829842788276453,2019-06-17,13,1560729600000,2019,6,Été,2196.873605748126,2482.6954482512174,2046,3298
0.61,0.5757142857142857,0.55,0.029999999999999274,2019-06-18,2,1560816000000,2019,6,Été,2535.4480836886146,2482.6954482512174,2046,3298
