albedo_max,albedo_mean,albedo_min,albedo_stdDev,date,pixel_count,timestamp,year,month,season
0.19,0.13265060240963855,0.06,0.0464279609239471,2015-07-11,12,1436572800000,2015,7,Été
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.0,2015-07-12,1,1436659200000,2015,7,Été
0.52,0.439176724137931,0.15,0.1086713736713641,2015-07-13,13,1436745600000,2015,7,Été
0.77,0.5417512583892617,0.17,0.2233500285701883,2015-07-14,43,1436832000000,2015,7,Été
0.61,0.3768565965583174,0.13,0.1570944631745843,2015-07-14,19,1436832000000,2015,7,Été
0.85,0.7530235334242839,0.11,0.2596914967213749,2015-07-16,35,1437004800000,2015,7,Été
0.71,0.5298405885959534,0.45,0.07308425681191602,2015-07-16,32,1437004800000,2015,7,Été
0.19,0.19,0.19,0.0,2015-07-17,1,1437091200000,2015,7,Été
0.18,0.17745882352941178,0.17,0.004330127018921955,2015-07-18,4,1437177600000,2015,7,Été
0.44,0.44,0.44,0.0,2015-07-19,1,1437264000000,2015,7,Été
0.63,0.42297397769516726,0.18,0.18840382161729102,2015-07-19,5,1437264000000,2015,7,Été
0.19,0.15045558086560365,0.12,0.026299556396765792,2015-07-20,6,1437350400000,2015,7,Été
0.6900000000000001,0.41986549405069834,0.16,0.19910912697424096,2015-07-20,27,1437350400000,2015,7,Été
0.41000000000000003,0.3729885057471265,0.15,0.09583318840568736,2015-07-21,5,1437436800000,2015,7,Été
0.24,0.21387387387387383,0.2,0.016000000000000368,2015-07-22,5,1437523200000,2015,7,Été
0.66,0.5416825672159584,0.13,0.19626059773225532,2015-07-23,15,1437609600000,2015,7,Été
0.51,0.4943389830508475,0.44,0.03499999999999992,2015-07-25,6,1437782400000,2015,7,Été
0.24,0.24,0.24,0.0,2015-07-26,1,1437868800000,2015,7,Été
0.8200000000000001,0.633383282925488,0.1,0.2394885568170517,2015-07-26,49,1437868800000,2015,7,Été
0.72,0.6666904422253923,0.56,0.058012344365363074,2015-07-27,9,1437955200000,2015,7,Été
0.7000000000000001,0.572972350230415,0.46,0.05276524990591107,2015-07-28,26,1438041600000,2015,7,Été
0.23,0.19727272727272724,0.14,0.02859635430067861,2015-07-29,13,1438128000000,2015,7,Été
0.37,0.37,0.37,0.0,2015-07-29,1,1438128000000,2015,7,Été
0.76,0.4370662287903667,0.17,0.23154427222455753,2015-07-30,20,1438214400000,2015,7,Été
0.7000000000000001,0.3762007168458781,0.06,0.22871584444458587,2015-07-30,16,1438214400000,2015,7,Été
0.37,0.23702557200538357,0.14,0.059548299723837614,2015-07-31,20,1438300800000,2015,7,Été
0.17,0.11547131147540983,0.05,0.046134532204503705,2015-07-31,9,1438300800000,2015,7,Été
0.31,0.2134813248766737,0.16,0.03758324094593242,2015-08-01,16,1438387200000,2015,8,Été
0.61,0.30243523316062176,0.07,0.16723296297478393,2015-08-01,13,1438387200000,2015,8,Été
0.63,0.597046190055899,0.55,0.02730527845110923,2015-08-02,21,1438473600000,2015,8,Été
0.3,0.2721951219512195,0.26,0.019999999999999938,2015-08-02,2,1438473600000,2015,8,Été
0.53,0.39692656391659115,0.15,0.13215630615372975,2015-08-03,22,1438560000000,2015,8,Été
0.68,0.5645835150457915,0.35000000000000003,0.07692174606248248,2015-08-04,17,1438646400000,2015,8,Été
0.24,0.22472826086956518,0.17,0.024257571025684495,2015-08-05,11,1438732800000,2015,8,Été
0.41000000000000003,0.21767094017094019,0.14,0.07662376794480226,2015-08-05,21,1438732800000,2015,8,Été
0.31,0.25905050505050503,0.24,0.0296647939483827,2015-08-07,5,1438905600000,2015,8,Été
0.19,0.14217961654894046,0.11,0.02691292543659184,2015-08-07,12,1438905600000,2015,8,Été
0.71,0.4306327433628319,0.16,0.20323349840831717,2015-08-08,21,1438992000000,2015,8,Été
0.5700000000000001,0.5332592592592593,0.11,0.18785337071473843,2015-08-08,3,1438992000000,2015,8,Été
0.63,0.24820748059280165,0.09,0.14054558415151225,2015-08-09,14,1439078400000,2015,8,Été
0.23,0.12771573604060918,0.05,0.06073622386096198,2015-08-09,6,1439078400000,2015,8,Été
0.23,0.17367075664621678,0.12,0.035433819375782105,2015-08-11,12,1439251200000,2015,8,Été
0.55,0.2834260869565217,0.05,0.14453911427553284,2015-08-11,15,1439251200000,2015,8,Été
0.13,0.0802511078286558,0.06,0.030550504633038916,2015-08-12,9,1439337600000,2015,8,Été
0.22,0.144989604989605,0.1,0.03605009535354915,2015-08-12,16,1439337600000,2015,8,Été
0.42,0.35796703296703297,0.16,0.08919392106839776,2015-08-13,6,1439424000000,2015,8,Été
0.44,0.20545641025641026,0.05,0.12198190347377967,2015-08-13,17,1439424000000,2015,8,Été
0.81,0.6877022292993633,0.05,0.2283909750843935,2015-08-16,40,1439683200000,2015,8,Été
0.73,0.6755009191176473,0.32,0.11127278487150942,2015-08-16,14,1439683200000,2015,8,Été
0.38,0.35927272727272724,0.32,0.03000000000000043,2015-08-17,2,1439769600000,2015,8,Été
0.74,0.5763483931066605,0.11,0.2036126385467355,2015-08-18,42,1439856000000,2015,8,Été
0.7000000000000001,0.6080941568271271,0.21,0.11404540019564526,2015-08-18,44,1439856000000,2015,8,Été
0.18,0.13483516483516483,0.08,0.029485382057929006,2015-08-19,7,1439942400000,2015,8,Été
0.47000000000000003,0.425954785954786,0.37,0.03360059523282358,2015-08-20,10,1440028800000,2015,8,Été
0.53,0.48317982123920616,0.37,0.038716250599538114,2015-08-20,78,1440028800000,2015,8,Été
0.91,0.7393958695232579,0.26,0.12140815926342788,2015-08-22,76,1440201600000,2015,8,Été
0.78,0.6811652409764237,0.32,0.13125364560274075,2015-08-22,61,1440201600000,2015,8,Été
0.51,0.4092351476342938,0.32,0.06321327682810703,2015-08-23,21,1440288000000,2015,8,Été
